Νομός_Δήμος_Κοινότητα,Νέες_οικοδομές,Προσθήκες,Επισκευές,Αναπαλαιώσεις,Κατεδαφίσεις
Ράχης                         ,1,0,0,0,0 
Νεοχωρίου                     ,9,10,1,0,2 
Αγίας Παρασκευής              ,0,1,0,0,0 
Περάνθης                      ,1,0,0,0,0 
Γραμμενίτσης                  ,1,2,0,0,0 

Βλαχέρνης                     ,11,7,0,0,0 
Κορφοβουνίου                  ,1,1,0,0,0 
Διάσελλου                     ,9,1,0,0,0 
Σκουληκαριάς                  ,1,0,0,0,0 
’νω Καλεντίνης                ,2,2,0,0,0 
Κομποτίου                     ,15,11,1,0,0 
Σελλάδων                      ,1,0,0,0,0 
Φωτεινού                      ,0,1,0,0,0 
Αμμοτόπου                     ,6,3,0,0,0 
Καμπής                        ,2,0,1,0,0 
Πέτα                          ,11,6,0,0,1 
Μαρκινιάδας                   ,0,0,0,0,0 
Αστροχωρίου                   ,0,1,0,0,0 
Ελάτης                        ,1,0,0,0,0 
Καστανέας                     ,0,1,0,0,0 
Χαλκιάδων                     ,15,5,0,0,0 
Ρόκκας                        ,1,0,0,0,0 
Κομμένου                      ,1,0,0,0,0 
Μελισσουργών                  ,1,1,0,0,0 
ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ                ,230,59,23,1,6 
Ηγουμενίτσης                  ,39,7,2,0,2 
Αγίας Μαρίνης                 ,2,0,0,0,0 
Αγίου Βλασίου                 ,4,0,0,0,0 
Γραικοχωρίου                  ,10,4,0,0,1 
Καστρίου                      ,5,0,1,0,0 
Κρυόβρυσης                    ,2,0,0,0,0 
Λαδοχωρίου                    ,11,0,1,0,1 
Μαυρουδίου                    ,12,1,0,0,0 
Νέας Σελευκείας               ,17,3,5,0,1 
Γαρδικίου Σούλι               ,0,4,0,0,0 
Γλυκής                        ,2,2,0,0,0 
Σκανδάλου                     ,1,1,0,0,0 
Χόικας                        ,1,0,1,0,0 
Μαργαριτίου                   ,3,0,0,0,0 
Ελευθερίου                    ,2,0,1,0,0 
Καρτερίου                     ,3,1,0,0,0 
Καταβόθρας                    ,1,2,0,0,0 
Μαζαρακιάς                    ,2,0,0,0,0 
Μεσοβουνίου (της πρώην κοινότητας Αμπελιάς 323102)       ,0,1,0,0,0 

Σπαθαραίων                    ,1,0,0,0,0 
Παραμυθίας                    ,4,6,2,1,0 
Γκρίκας                       ,2,1,0,0,0 
Ζερβοχωρίου                   ,5,0,0,0,0 

Καρβουναρίου                  ,1,2,0,0,0 
Καριωτίου                     ,1,0,0,0,0 
Νεοχωρίου                     ,1,1,1,0,0 
Ξηρολόφου                     ,2,0,0,0,0 
Παγκρατών (Παγκρατίου)        ,0,1,0,0,0 
Πετουσίου                     ,0,0,0,0,0 
Πετροβίτσας                   ,1,0,0,0,0 
Προδρομίου                    ,1,2,1,0,0 
Παραποτάμου                   ,7,1,0,0,0 
Γεροπλάτανος (της πρώην κοινότητας Πηγαδουλίων 324133)      ,0,0,1,0,0 

Κορίτιανης                    ,1,0,0,0,0 
Ασπροκκλησίου                 ,3,3,0,0,1 
Κεστρίνης                     ,0,1,0,0,0 
Ραγίου                        ,3,0,0,0,0 
Σαγιάδας                      ,4,1,0,0,0 
Σμέρτου                       ,2,0,0,0,0 
Πλαταριάς                     ,6,3,0,0,0 
Αργυροτόπου                   ,1,0,0,0,0 
Συβότων                       ,20,0,1,0,0 
Φασκομηλιάς                   ,5,1,0,0,0 
Φιλιατών                      ,8,5,0,0,0 
Αγίου Νικολάου                ,0,0,1,0,0 
Αετού                         ,1,0,0,0,0 
Βρυσέλλας                     ,1,0,0,0,0 
Γιρομερίου                    ,2,0,0,0,0 
Καλλιθέας Φιλιατών            ,1,0,0,0,0 
Κεραμίτσης                    ,0,1,0,0,0 
Κεφαλοχωρίου                  ,0,0,0,0,0 
Κοκκινιάς                     ,1,0,0,0,0 
Κοκκινολιθαρίου               ,0,0,1,0,0 
Λεπτοκαρυάς                   ,1,0,0,0,0 
Λιας                          ,0,1,0,0,0 
Μαλουνίου                     ,1,0,0,0,0 
Ξεχώρου                       ,0,0,1,0,0 
Παλαιοχωρίου                  ,1,0,0,0,0 
Πηγαδούλια                    ,1,0,0,0,0 
Πλαισίου                      ,0,0,1,0,0 
Ραβενής                       ,1,0,0,0,0 
Σίδερης                       ,0,0,1,0,0 
Τρικορύφου                    ,1,0,0,0,0 
Πέρδικας                      ,22,3,1,0,0 
ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ                 ,796,190,33,6,75 
Ιωαννιτών                     ,174,50,19,2,54 


Εξοχή (της πρώην κοινότητας Περάματος 331284)    ,19,0,0,0,1 

Μαρμάρων                      ,47,3,0,0,0 
Νεοχωροπούλου                 ,31,7,0,0,2 
Σταυρακίου                    ,21,3,0,0,0 
Θεριακησίου                   ,1,1,0,0,0 
Επισκοπικού                   ,1,3,0,0,0 
Κοπάνης                       ,0,1,0,0,0 
Κουκλεσίου                    ,0,1,0,0,0 
Κρυφοβού                      ,4,1,0,0,0 
Μελιάς                        ,0,0,0,0,0 
Μουσιωτίτσης                  ,1,0,0,0,0 
Μυροδάφνης                    ,2,0,0,0,0 
Πέρδικας                      ,1,0,0,0,0 
Σερβιανών                     ,3,0,0,0,0 
Σκλίβανης                     ,1,0,0,0,0 
Τερόβου                       ,0,0,0,0,0 
Ανατολής                      ,81,13,3,0,5 
Μπάφρας                       ,7,1,0,0,0 
Νεοκαισαρείας                 ,8,2,0,0,1 
Δεματίου                      ,2,0,0,0,0 
Γρεβενιτίου                   ,1,0,0,0,0 
Παρακαλάμου                   ,4,2,0,0,1 
Ιερομνήμης                    ,1,0,0,0,0 
Καταρράκτου                   ,0,1,0,0,0 
Κουκλιών                      ,0,0,1,0,0 
Μαζαρακίου                    ,0,1,0,0,0 
Σιταριάς                      ,2,0,0,0,0 
Κεφαλοβρύσου                  ,2,0,0,0,0 
Ρουψιάς                       ,0,0,1,0,0 
Δελβινακίου                   ,0,0,0,0,0 
Βήσσανης                      ,1,0,0,0,0 
Καστανής                      ,1,0,0,0,0 
Κτισμάτων                     ,1,0,0,0,0 
Λίμνης                        ,1,0,0,0,0 
Δερβιζιάνων                   ,1,1,0,0,0 
Βαργιάδων                     ,1,0,0,0,0 
Παλαιοχωρίου Μπότσαρη         ,0,1,0,0,0 
Ρωμανού                       ,1,0,0,0,0 
Δωδώνης                       ,0,1,0,0,0 
Αγίας Αναστασίας              ,1,0,0,0,0 
Κωστάνιανης                   ,1,0,0,0,0 
Πολυγύρου                     ,1,0,0,0,0 
Μικρού Περιστερίου            ,1,1,0,0,0 
Μικράς Γότιστας               ,0,1,0,0,0 
Χρυσοβίτσης                   ,4,0,0,0,1 

Ασφάκας                       ,1,1,0,0,0 
Γαβρισιών                     ,1,0,0,0,0 
Λιγοψάς                       ,1,0,0,0,0 
Κληματιάς                     ,3,0,0,0,0 
Παλιούρης                     ,0,1,0,0,0 
Ζίτσης                        ,1,1,0,0,0 
Καρίτσης                      ,0,1,0,0,0 
Λιθίνου                       ,1,0,0,0,0 
Πρωτόπαππα                    ,0,0,0,0,0 
Καλπακίου                     ,3,0,0,0,0 
Δολιανών                      ,3,2,0,0,0 
Νεγράδων                      ,1,0,0,0,0 
Καλεντζίου                    ,0,1,0,0,0 
Πλαισίων Μαλακασίου           ,0,0,0,0,0 
Πλατανούσσης                  ,1,0,0,0,0 
Ασπραγγέλων                   ,4,1,0,0,0 
Αγίου Μηνά                    ,1,0,0,0,0 
’νω Πεδινών                   ,1,2,0,0,0 
Αρίστης                       ,2,0,0,0,0 
Βίτσης                        ,2,0,0,0,0 
Διλόφου                       ,1,0,0,1,0 
Ελαφότοπου                    ,0,0,1,0,0 
Κάτω Πεδινών                  ,1,0,0,0,0 
Μονοδενδρίου                  ,3,0,0,0,0 
Κονίτσης                      ,25,12,0,0,0 
Ελευθέρου                     ,0,0,0,0,0 
Ηλιορράχης                    ,0,0,0,0,0 
Καλλιθέας                     ,3,0,0,0,0 
Μελισσόπετρας                 ,1,0,0,0,0 
Πυρσόγιαννης                  ,1,0,0,0,0 
Καστανέας                     ,0,1,0,0,0 
Πληκατίου                     ,3,0,0,0,0 
Μετσόβου                      ,11,7,3,0,1 
Ανηλίου                       ,2,0,0,0,0 
Ανθοχωρίου Μετσόβου           ,3,0,0,0,0 
Βοτονοσίου                    ,2,0,0,0,0 
Βουτσαρά                      ,2,1,0,0,0 
Γκριμπόβου                    ,1,0,0,0,0 
Γρανίτσης                     ,1,0,0,0,0 
Δεσποτικού                    ,3,0,0,0,0 
Χίνκας                        ,0,1,0,0,0 
Πεδινής                       ,34,10,0,0,1 
Αμπελείας                     ,6,1,0,0,0 
Κόντσικας                     ,1,0,0,0,0 

Κοσμηράς                      ,6,1,1,0,0 
Μανολιάσης                    ,4,0,0,0,0 
Μπιζανίου                     ,1,1,0,0,0 
Κατσικά                       ,36,14,0,0,2 
Ανατολικής                    ,2,0,0,0,0 
Βασιλικής                     ,4,1,0,0,0 
Δροσοχωρίου                   ,2,0,0,0,0 
Ηλιοκάλης                     ,1,0,0,0,0 
Καστρίτσης                    ,2,2,0,0,0 
Κουτσελιού                    ,12,3,1,0,0 
Λογγάδων                      ,3,0,0,0,0 
Μουζακαίων                    ,1,0,0,0,0 
Πλατανιάς                     ,2,0,0,0,0 
Χαροκόπιον (της πρώην κοινότητας Πετροβουνίου 331291)         ,0,2,0,0,0 

Ελεούσης                      ,29,8,1,0,1 
Αγίου Ιωάννου                 ,6,2,0,0,0 
Αναργύρων                     ,1,0,0,0,1 
’νω Λαψίστης                  ,2,2,0,0,0 
Βουνοπλαγιάς                  ,18,1,0,0,0 
Γραμμένου                     ,3,1,0,0,0 
Ζωοδόχου                      ,4,0,0,0,0 
Κάτω Λαψίστης                 ,3,1,0,0,0 
Λοφίσκου                      ,1,0,0,0,0 
Μεγάλου Γαρδικίου             ,1,0,0,0,0 
Νεοχωρίου                     ,2,0,0,0,0 
Περάτη                        ,1,0,0,0,0 
Πετραλώνων                    ,1,0,0,0,0 
Ροδοτοπίου                    ,12,4,0,0,1 
Περάμα                        ,17,3,0,0,0 
Αμφιθέας                      ,7,1,0,0,1 
Κρανούλας                     ,4,1,0,0,1 
Κρύας                         ,9,1,0,0,0 
Λιγκιάδων                     ,2,0,0,0,0 
Μάζιας                        ,0,0,0,0,0 
Περιβλέπτου                   ,1,0,0,0,0 
Πραμάντων                     ,4,0,0,0,0 
Μπαουσιών                     ,1,0,0,0,0 
Ανθοχωρίου Δωδώνης            ,0,0,0,0,0 
Αρτοπούλας                    ,0,1,0,0,0 
Χουλιαράδων                   ,1,0,0,0,0 
Τσεπελόβου                    ,1,0,1,0,0 
Καπεσόβου                     ,0,0,0,0,0 
Κήπων                         ,4,0,0,0,0 
Κουκκουλίου                   ,1,0,0,0,0 

Λαΐστης                       ,1,0,0,0,0 
Διστράτου                     ,0,1,0,0,0 
Καλαριτών                     ,1,0,0,0,0 
Μηλέας                        ,1,0,0,0,0 
Νήσου Ιωαννίνων (νήσος)       ,0,0,1,0,0 
Παπίγκου                      ,4,0,0,2,0 
Σιράκου                       ,2,1,0,0,0 
Φούρκας                       ,2,0,0,0,0 
ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ                  ,329,69,13,0,16 
Πρεβέζης                      ,149,20,4,0,11 
Μύτικα                        ,3,0,1,0,0 
Καναλίου                      ,41,8,1,0,1 
Βράχου                        ,6,4,0,0,0 
Καμαρίνας                     ,3,0,0,0,0 
Μυρσίνης                      ,2,0,0,0,0 
Νέας Σαμψούντος               ,4,0,1,0,1 
Νέας Σινώπης                  ,3,1,0,0,0 
Ριζών                         ,3,0,0,0,0 
Θεσπρωτικού                   ,2,2,0,0,0 
Παππαδατών                    ,1,0,0,0,0 
Πολυσταφύλου                  ,1,0,0,0,0 
Ριζοβουνίου                   ,4,2,0,0,0 
Λούρου                        ,9,3,0,0,0 
Στεφάνης                      ,2,0,0,0,0 
Ωρωπού                        ,0,1,0,0,0 
Πάργας                        ,26,2,4,0,1 
Αγιάς                         ,2,0,0,0,0 
Καναλλακίου                   ,7,2,0,0,0 
Αμμουδιάς                     ,8,1,0,0,0 
Βαλανιδοράχης                 ,3,0,0,0,0 
Βαλανιδούσσας                 ,1,1,0,0,0 
Βουβοποτάμου                  ,1,0,0,0,0 
Καστρίου                      ,1,2,1,0,0 
Κορώνης                       ,0,1,0,0,0 
